#ROUND;DATE;HOUR;HOME-TEAM;SCORE;AWAY-TEAM
2;03/12/2017;17:00;São Paulo/SP;1x1;Bahia/BA
2;03/12/2017;17:00;Sport/PE;1x0;Corinthians/SP
2;03/12/2017;17:00;Vasco/RJ;2x1;Ponte Preta/SP
2;03/12/2017;17:00;Vitória/BA;1x2;Flamengo/RJ
1;14/04/2018;21:00;Santos/SP;2x0;Ceará/CE
1;14/04/2018;19:00;Vitória/BA;2x2;Flamengo/RJ
1;14/04/2018;16:00;Cruzeiro/MG;0x1;Grêmio/RS
1;15/04/2018;19:00;Atlético/PR;5x1;Chapecoense/SC
1;15/04/2018;16:00;Corinthians/SP;2x1;Fluminense/RJ
1;15/04/2018;16:00;Internacional/RS;2x0;Bahia/BA
1;15/04/2018;16:00;Vasco/RJ;2x1;Atlético/MG
1;15/04/2018;11:00;América/MG;3x0;Sport/PE
1;16/04/2018;20:00;Botafogo/RJ;1x1;Palmeiras/SP
1;16/04/2018;20:00;São Paulo/SP;1x0;Paraná/PR
1;21/04/2018;19:00;Flamengo/RJ;2x0;América/MG
1;21/04/2018;16:00;Bahia/BA;1x0;Santos/SP
1;22/04/2018;19:00;Grêmio/RS;0x0;Atlético/PR
1;22/04/2018;16:00;Atlético/MG;2x1;Vitória/BA
1;22/04/2018;16:00;Ceará/CE;0x0;São Paulo/SP
1;22/04/2018;16:00;Chapecoense/SC;1x1;Vasco/RJ
1;22/04/2018;16:00;Fluminense/RJ;1x0;Cruzeiro/MG
1;22/04/2018;16:00;Palmeiras/SP;1x0;Internacional/RS
1;22/04/2018;11:00;Paraná/PR;0x4;Corinthians/SP
1;23/04/2018;20:00;Sport/PE;1x1;Botafogo/RJ
1;28/04/2018;16:00;Botafogo/RJ;2x1;Grêmio/RS
1;29/04/2018;19:00;Internacional/RS;0x0;Cruzeiro/MG
1;29/04/2018;16:00;Atlético/MG;1x0;Corinthians/SP
1;29/04/2018;16:00;Bahia/BA;0x0;Atlético/PR
1;29/04/2018;16:00;Ceará/CE;0x3;Flamengo/RJ
1;29/04/2018;16:00;Fluminense/RJ;1x1;São Paulo/SP
1;29/04/2018;16:00;Palmeiras/SP;0x0;Chapecoense/SC
1;29/04/2018;16:00;Paraná/PR;1x2;Sport/PE
1;30/04/2018;20:00;América/MG;2x1;Vitória/BA
1;05/05/2018;19:00;São Paulo/SP;2x2;Atlético/MG
1;05/05/2018;19:00;Vasco/RJ;4x1;América/MG
1;06/05/2018;19:00;Grêmio/RS;5x1;Santos/SP
1;06/05/2018;19:00;Sport/PE;2x0;Bahia/BA
1;06/05/2018;16:00;Atlético/PR;1x3;Palmeiras/SP
1;06/05/2018;16:00;Cruzeiro/MG;1x0;Botafogo/RJ
1;06/05/2018;16:00;Flamengo/RJ;2x0;Internacional/RS
1;06/05/2018;16:00;Vitória/BA;1x2;Fluminense/RJ
1;06/05/2018;11:00;Corinthians/SP;1x1;Ceará/CE
1;07/05/2018;20:00;Chapecoense/SC;1x1;Paraná/PR
1;12/05/2018;16:00;Grêmio/RS;0x0;Internacional/RS
1;13/05/2018;19:00;Santos/SP;3x1;Paraná/PR
1;13/05/2018;16:00;Atlético/PR;1x2;Atlético/MG
1;13/05/2018;16:00;Bahia/BA;2x2;São Paulo/SP
1;13/05/2018;16:00;Chapecoense/SC;3x2;Flamengo/RJ
1;13/05/2018;16:00;Corinthians/SP;1x0;Palmeiras/SP
1;13/05/2018;16:00;Vasco/RJ;2x3;Vitória/BA
1;13/05/2018;11:00;Cruzeiro/MG;2x0;Sport/PE
1;14/05/2018;20:00;Botafogo/RJ;2x1;Fluminense/RJ
1;14/05/2018;20:00;Ceará/CE;2x2;América/MG
1;19/05/2018;21:00;Palmeiras/SP;3x0;Bahia/BA
1;19/05/2018;19:00;Flamengo/RJ;1x1;Vasco/RJ
1;19/05/2018;16:00;Atlético/MG;1x0;Cruzeiro/MG
1;20/05/2018;19:00;Fluminense/RJ;2x0;Atlético/PR
1;20/05/2018;16:00;América/MG;1x0;Botafogo/RJ
1;20/05/2018;16:00;Paraná/PR;0x0;Grêmio/RS
1;20/05/2018;16:00;São Paulo/SP;1x0;Santos/SP
1;20/05/2018;16:00;Sport/PE;1x1;Corinthians/SP
1;20/05/2018;11:00;Vitória/BA;2x1;Ceará/CE
1;21/05/2018;20:00;Internacional/RS;3x0;Chapecoense/SC
1;26/05/2018;21:00;Atlético/MG;0x1;Flamengo/RJ
1;26/05/2018;19:00;Palmeiras/SP;2x3;Sport/PE
1;26/05/2018;16:00;Fluminense/RJ;3x1;Chapecoense/SC
1;27/05/2018;19:00;América/MG;1x3;São Paulo/SP
1;27/05/2018;19:00;Ceará/CE;0x1;Grêmio/RS
1;27/05/2018;16:00;Bahia/BA;3x0;Vasco/RJ
1;27/05/2018;16:00;Botafogo/RJ;1x1;Vitória/BA
1;27/05/2018;16:00;Internacional/RS;2x1;Corinthians/SP
1;27/05/2018;16:00;Santos/SP;0x1;Cruzeiro/MG
1;27/05/2018;11:00;Paraná/PR;0x0;Atlético/PR
1;30/05/2018;21:45;Cruzeiro/MG;1x0;Palmeiras/SP
1;30/05/2018;21:45;Grêmio/RS;0x0;Fluminense/RJ
1;30/05/2018;21:00;Chapecoense/SC;2x0;Ceará/CE
1;30/05/2018;21:00;São Paulo/SP;3x2;Botafogo/RJ
1;30/05/2018;19:30;Sport/PE;3x2;Atlético/MG
1;30/05/2018;19:30;Vasco/RJ;1x0;Paraná/PR
1;30/05/2018;19:30;Vitória/BA;2x3;Internacional/RS
1;31/05/2018;21:00;Atlético/PR;2x0;Santos/SP
1;31/05/2018;18:00;Corinthians/SP;1x0;América/MG
1;31/05/2018;16:00;Flamengo/RJ;2x0;Bahia/BA
1;02/06/2018;21:00;Palmeiras/SP;3x1;São Paulo/SP
1;02/06/2018;19:00;Vasco/RJ;1x2;Botafogo/RJ
1;02/06/2018;16:00;Atlético/MG;3x3;Chapecoense/SC
1;02/06/2018;16:00;Internacional/RS;0x0;Sport/PE
1;03/06/2018;19:00;Ceará/CE;0x1;Cruzeiro/MG
1;03/06/2018;16:00;América/MG;3x1;Atlético/PR
1;03/06/2018;16:00;Bahia/BA;0x2;Grêmio/RS
1;03/06/2018;16:00;Flamengo/RJ;1x0;Corinthians/SP
1;03/06/2018;16:00;Santos/SP;5x2;Vitória/BA
1;04/06/2018;20:00;Paraná/PR;2x1;Fluminense/RJ
1;05/06/2018;21:30;São Paulo/SP;0x0;Internacional/RS
1;06/06/2018;21:45;Cruzeiro/MG;1x1;Vasco/RJ
1;06/06/2018;21:45;Grêmio/RS;0x2;Palmeiras/SP
1;06/06/2018;21:00;Corinthians/SP;1x1;Santos/SP
1;06/06/2018;21:00;Sport/PE;1x0;Atlético/PR
1;06/06/2018;19:30;Botafogo/RJ;0x0;Ceará/CE
1;06/06/2018;19:30;Vitória/BA;1x0;Chapecoense/SC
1;07/06/2018;21:00;América/MG;1x3;Atlético/MG
1;07/06/2018;20:00;Fluminense/RJ;0x2;Flamengo/RJ
1;07/06/2018;20:00;Paraná/PR;1x0;Bahia/BA
1;09/06/2018;21:00;Corinthians/SP;0x0;Vitória/BA
1;09/06/2018;19:00;Chapecoense/SC;2x0;Cruzeiro/MG
1;09/06/2018;19:00;Vasco/RJ;3x2;Sport/PE
1;09/06/2018;16:00;Atlético/PR;0x1;São Paulo/SP
1;10/06/2018;19:00;Flamengo/RJ;2x0;Paraná/PR
1;10/06/2018;19:00;Santos/SP;1x2;Internacional/RS
1;10/06/2018;16:00;Atlético/MG;5x2;Fluminense/RJ
1;10/06/2018;16:00;Bahia/BA;3x3;Botafogo/RJ
1;10/06/2018;16:00;Ceará/CE;2x2;Palmeiras/SP
1;10/06/2018;16:00;Grêmio/RS;1x0;América/MG
1;12/06/2018;21:30;São Paulo/SP;3x0;Vitória/BA
1;13/06/2018;21:45;Atlético/MG;2x1;Ceará/CE
1;13/06/2018;21:45;Bahia/BA;1x0;Corinthians/SP
1;13/06/2018;21:45;Internacional/RS;3x1;Vasco/RJ
1;13/06/2018;21:00;Botafogo/RJ;2x0;Atlético/PR
1;13/06/2018;21:00;Palmeiras/SP;1x1;Flamengo/RJ
1;13/06/2018;19:30;Paraná/PR;1x1;Cruzeiro/MG
1;13/06/2018;19:30;Sport/PE;0x0;Grêmio/RS
1;13/06/2018;19:00;Fluminense/RJ;0x1;Santos/SP
1;13/06/2018;16:00;América/MG;0x0;Chapecoense/SC
1;18/07/2018;21:45;Corinthians/SP;2x0;Botafogo/RJ
1;18/07/2018;21:45;Flamengo/RJ;0x1;São Paulo/SP
1;18/07/2018;21:45;Grêmio/RS;2x0;Atlético/MG
1;18/07/2018;21:00;Vitória/BA;1x0;Paraná/PR
1;18/07/2018;19:30;Ceará/CE;1x0;Sport/PE
1;19/07/2018;21:00;Atlético/PR;2x2;Internacional/RS
1;19/07/2018;20:00;Santos/SP;1x1;Palmeiras/SP
1;19/07/2018;20:00;Vasco/RJ;1x1;Fluminense/RJ
1;19/07/2018;19:30;Chapecoense/SC;1x1;Bahia/BA
1;19/07/2018;19:30;Cruzeiro/MG;3x1;América/MG
1;21/07/2018;21:00;São Paulo/SP;3x1;Corinthians/SP
1;21/07/2018;19:00;Flamengo/RJ;2x0;Botafogo/RJ
1;22/07/2018;19:00;Chapecoense/SC;0x0;Santos/SP
1;22/07/2018;19:00;Cruzeiro/MG;2x1;Atlético/PR
1;22/07/2018;16:00;Bahia/BA;4x1;Vitória/BA
1;22/07/2018;16:00;Palmeiras/SP;3x2;Atlético/MG
1;22/07/2018;16:00;Paraná/PR;1x0;América/MG
1;22/07/2018;16:00;Sport/PE;1x2;Fluminense/RJ
1;22/07/2018;16:00;Vasco/RJ;1x0;Grêmio/RS
1;23/07/2018;20:00;Internacional/RS;1x0;Ceará/CE
1;25/07/2018;21:45;Corinthians/SP;2x0;Cruzeiro/MG
1;25/07/2018;21:45;Santos/SP;1x1;Flamengo/RJ
1;25/07/2018;21:00;Atlético/MG;2x0;Paraná/PR
1;25/07/2018;19:30;Fluminense/RJ;1x0;Palmeiras/SP
1;26/07/2018;20:00;América/MG;2x1;Internacional/RS
1;26/07/2018;19:30;Botafogo/RJ;1x0;Chapecoense/SC
1;26/07/2018;19:30;Grêmio/RS;2x1;São Paulo/SP
1;26/07/2018;19:30;Vitória/BA;1x0;Sport/PE
1;28/07/2018;16:00;Ceará/CE;1x0;Fluminense/RJ
1;29/07/2018;19:00;Chapecoense/SC;1x1;Grêmio/RS
1;29/07/2018;19:00;Santos/SP;0x1;América/MG
1;29/07/2018;16:00;Atlético/PR;4x0;Vitória/BA
1;29/07/2018;16:00;Cruzeiro/MG;0x2;São Paulo/SP
1;29/07/2018;16:00;Flamengo/RJ;4x1;Sport/PE
1;29/07/2018;16:00;Internacional/RS;3x0;Botafogo/RJ
1;29/07/2018;11:00;Palmeiras/SP;3x0;Paraná/PR
1;29/07/2018;11:00;Vasco/RJ;1x4;Corinthians/SP
1;30/07/2018;20:00;Bahia/BA;2x2;Atlético/MG
1;04/08/2018;21:00;Corinthians/SP;0x0;Atlético/PR
1;04/08/2018;19:00;Grêmio/RS;2x0;Flamengo/RJ
1;04/08/2018;16:00;Botafogo/RJ;0x0;Santos/SP
1;05/08/2018;19:00;Fluminense/RJ;1x1;Bahia/BA
1;05/08/2018;19:00;Sport/PE;1x1;Chapecoense/SC
1;05/08/2018;16:00;América/MG;0x0;Palmeiras/SP
1;05/08/2018;16:00;Paraná/PR;0x1;Ceará/CE
1;05/08/2018;16:00;São Paulo/SP;2x1;Vasco/RJ
1;05/08/2018;16:00;Vitória/BA;1x1;Cruzeiro/MG
1;06/08/2018;20:00;Atlético/MG;0x1;Internacional/RS
1;08/08/2018;19:30;Ceará/CE;1x1;Santos/SP
1;11/08/2018;19:00;Bahia/BA;1x0;América/MG
1;11/08/2018;16:00;Ceará/CE;0x0;Atlético/PR
1;12/08/2018;19:00;Grêmio/RS;4x0;Vitória/BA
1;12/08/2018;19:00;Palmeiras/SP;1x0;Vasco/RJ
1;12/08/2018;16:00;Chapecoense/SC;2x1;Corinthians/SP
1;12/08/2018;16:00;Flamengo/RJ;1x0;Cruzeiro/MG
1;12/08/2018;16:00;Sport/PE;1x3;São Paulo/SP
1;12/08/2018;11:00;Atlético/MG;3x1;Santos/SP
1;12/08/2018;11:00;Paraná/PR;1x1;Botafogo/RJ
1;13/08/2018;20:00;Fluminense/RJ;0x3;Internacional/RS
1;18/08/2018;19:00;Corinthians/SP;0x1;Grêmio/RS
1;18/08/2018;16:00;Santos/SP;3x0;Sport/PE
1;19/08/2018;19:00;América/MG;0x0;Fluminense/RJ
1;19/08/2018;19:00;São Paulo/SP;2x0;Chapecoense/SC
1;19/08/2018;16:00;Botafogo/RJ;0x3;Atlético/MG
1;19/08/2018;16:00;Cruzeiro/MG;1x1;Bahia/BA
1;19/08/2018;16:00;Vitória/BA;0x3;Palmeiras/SP
1;19/08/2018;11:00;Atlético/PR;3x0;Flamengo/RJ
1;19/08/2018;11:00;Internacional/RS;1x0;Paraná/PR
1;20/08/2018;20:00;Vasco/RJ;1x1;Ceará/CE
2;22/08/2018;21:45;Fluminense/RJ;1x0;Corinthians/SP
2;22/08/2018;21:45;Grêmio/RS;1x1;Cruzeiro/MG
2;22/08/2018;21:00;Palmeiras/SP;2x0;Botafogo/RJ
2;22/08/2018;21:00;Sport/PE;0x2;América/MG
2;22/08/2018;19:30;Bahia/BA;0x1;Internacional/RS
2;22/08/2018;19:30;Paraná/PR;1x1;São Paulo/SP
2;23/08/2018;20:00;Atlético/MG;0x0;Vasco/RJ
2;23/08/2018;19:30;Flamengo/RJ;1x0;Vitória/BA
2;25/08/2018;21:00;Botafogo/RJ;2x0;Sport/PE
2;25/08/2018;21:00;Cruzeiro/MG;2x1;Fluminense/RJ
2;25/08/2018;19:00;Atlético/PR;2x1;Grêmio/RS
2;25/08/2018;19:00;Corinthians/SP;1x0;Paraná/PR
2;25/08/2018;16:00;Santos/SP;2x0;Bahia/BA
2;26/08/2018;19:00;Vasco/RJ;3x1;Chapecoense/SC
2;26/08/2018;16:00;América/MG;2x2;Flamengo/RJ
2;26/08/2018;16:00;Internacional/RS;0x0;Palmeiras/SP
2;26/08/2018;16:00;Vitória/BA;1x0;Atlético/MG
2;26/08/2018;11:00;São Paulo/SP;1x0;Ceará/CE
2;29/08/2018;19:30;Atlético/PR;1x0;Vasco/RJ
2;29/08/2018;19:30;Ceará/CE;0x2;Bahia/BA
2;01/09/2018;21:00;Corinthians/SP;1x1;Atlético/MG
2;01/09/2018;19:00;Vasco/RJ;0x3;Santos/SP
2;01/09/2018;16:00;Grêmio/RS;4x0;Botafogo/RJ
2;01/09/2018;16:00;Vitória/BA;1x0;América/MG
2;02/09/2018;19:00;Chapecoense/SC;1x2;Palmeiras/SP
2;02/09/2018;19:00;Cruzeiro/MG;0x0;Internacional/RS
2;02/09/2018;16:00;Atlético/PR;2x0;Bahia/BA
2;02/09/2018;16:00;São Paulo/SP;1x1;Fluminense/RJ
2;02/09/2018;16:00;Sport/PE;1x0;Paraná/PR
2;02/09/2018;11:00;Flamengo/RJ;0x1;Ceará/CE
2;05/09/2018;21:45;Atlético/MG;1x0;São Paulo/SP
2;05/09/2018;21:45;Internacional/RS;2x1;Flamengo/RJ
2;05/09/2018;21:00;Palmeiras/SP;2x0;Atlético/PR
2;05/09/2018;21:00;Paraná/PR;1x1;Chapecoense/SC
2;05/09/2018;20:00;Ceará/CE;2x1;Corinthians/SP
2;05/09/2018;19:30;Bahia/BA;2x0;Sport/PE
2;05/09/2018;19:30;Botafogo/RJ;1x1;Cruzeiro/MG
2;06/09/2018;20:00;América/MG;2x1;Vasco/RJ
2;06/09/2018;19:00;Fluminense/RJ;0x0;Vitória/BA
2;06/09/2018;19:00;Santos/SP;0x0;Grêmio/RS
2;08/09/2018;21:00;Flamengo/RJ;2x0;Chapecoense/SC
2;08/09/2018;19:00;São Paulo/SP;1x0;Bahia/BA
2;08/09/2018;16:00;Sport/PE;0x0;Cruzeiro/MG
2;09/09/2018;19:00;Paraná/PR;0x2;Santos/SP
2;09/09/2018;19:00;Vitória/BA;1x0;Vasco/RJ
2;09/09/2018;16:00;América/MG;0x0;Ceará/CE
2;09/09/2018;16:00;Fluminense/RJ;1x0;Botafogo/RJ
2;09/09/2018;16:00;Internacional/RS;1x0;Grêmio/RS
2;09/09/2018;16:00;Palmeiras/SP;1x0;Corinthians/SP
2;10/09/2018;20:00;Atlético/MG;3x1;Atlético/PR
2;13/09/2018;20:00;Chapecoense/SC;2x1;Atlético/PR
2;15/09/2018;19:00;Vasco/RJ;1x1;Flamengo/RJ
2;15/09/2018;16:00;Ceará/CE;2x0;Vitória/BA
2;15/09/2018;16:00;Grêmio/RS;2x0;Paraná/PR
2;16/09/2018;19:00;Corinthians/SP;2x1;Sport/PE
2;16/09/2018;16:00;Atlético/PR;3x1;Fluminense/RJ
2;16/09/2018;16:00;Bahia/BA;1x1;Palmeiras/SP
2;16/09/2018;16:00;Cruzeiro/MG;0x0;Atlético/MG
2;16/09/2018;16:00;Santos/SP;0x0;São Paulo/SP
2;16/09/2018;11:00;Botafogo/RJ;1x0;América/MG
2;17/09/2018;20:00;Chapecoense/SC;2x1;Internacional/RS
2;22/09/2018;16:00;São Paulo/SP;1x1;América/MG
2;23/09/2018;19:00;Cruzeiro/MG;2x1;Santos/SP
2;23/09/2018;18:00;Sport/PE;0x1;Palmeiras/SP
2;23/09/2018;18:00;Vitória/BA;3x4;Botafogo/RJ
2;23/09/2018;16:00;Atlético/PR;3x0;Paraná/PR
2;23/09/2018;16:00;Corinthians/SP;1x1;Internacional/RS
2;23/09/2018;16:00;Flamengo/RJ;2x1;Atlético/MG
2;23/09/2018;11:00;Grêmio/RS;3x2;Ceará/CE
2;24/09/2018;20:00;Chapecoense/SC;1x2;Fluminense/RJ
2;24/09/2018;20:00;Vasco/RJ;2x1;Bahia/BA
2;27/09/2018;20:00;Santos/SP;1x1;Vasco/RJ
2;29/09/2018;21:00;Bahia/BA;0x0;Flamengo/RJ
2;29/09/2018;19:00;América/MG;0x0;Corinthians/SP
2;29/09/2018;16:00;Fluminense/RJ;0x1;Grêmio/RS
2;30/09/2018;19:00;Ceará/CE;3x1;Chapecoense/SC
2;30/09/2018;16:00;Atlético/MG;5x2;Sport/PE
2;30/09/2018;16:00;Botafogo/RJ;2x2;São Paulo/SP
2;30/09/2018;16:00;Internacional/RS;2x1;Vitória/BA
2;30/09/2018;16:00;Santos/SP;1x0;Atlético/PR
2;30/09/2018;11:00;Palmeiras/SP;3x1;Cruzeiro/MG
2;01/10/2018;20:00;Paraná/PR;1x1;Vasco/RJ
2;05/10/2018;21:30;Vitória/BA;0x1;Santos/SP
2;05/10/2018;21:00;Corinthians/SP;0x3;Flamengo/RJ
2;05/10/2018;19:00;Sport/PE;2x1;Internacional/RS
2;06/10/2018;21:00;Grêmio/RS;2x2;Bahia/BA
2;06/10/2018;18:00;São Paulo/SP;0x2;Palmeiras/SP
2;06/10/2018;16:00;Atlético/PR;4x0;América/MG
2;06/10/2018;16:00;Chapecoense/SC;1x0;Atlético/MG
2;08/10/2018;20:00;Fluminense/RJ;4x0;Paraná/PR
2;09/10/2018;21:00;Botafogo/RJ;1x1;Vasco/RJ
2;13/10/2018;21:00;Bahia/BA;2x0;Paraná/PR
2;13/10/2018;19:00;Santos/SP;1x0;Corinthians/SP
2;13/10/2018;17:00;Flamengo/RJ;3x0;Fluminense/RJ
2;14/10/2018;19:00;Atlético/MG;0x0;América/MG
2;14/10/2018;19:00;Atlético/PR;4x0;Sport/PE
2;14/10/2018;16:00;Internacional/RS;3x1;São Paulo/SP
2;14/10/2018;16:00;Palmeiras/SP;2x0;Grêmio/RS
2;14/10/2018;16:00;Vasco/RJ;2x0;Cruzeiro/MG
2;14/10/2018;11:00;Chapecoense/SC;0x1;Vitória/BA
2;15/10/2018;20:00;Ceará/CE;0x0;Botafogo/RJ
2;20/10/2018;19:00;São Paulo/SP;0x0;Atlético/PR
2;20/10/2018;19:00;Sport/PE;2x1;Vasco/RJ
2;20/10/2018;16:00;América/MG;1x1;Grêmio/RS
2;20/10/2018;16:00;Botafogo/RJ;0x1;Bahia/BA
2;21/10/2018;19:00;Cruzeiro/MG;3x0;Chapecoense/SC
2;21/10/2018;19:00;Paraná/PR;0x4;Flamengo/RJ
2;21/10/2018;16:00;Fluminense/RJ;1x0;Atlético/MG
2;21/10/2018;16:00;Palmeiras/SP;2x1;Ceará/CE
2;21/10/2018;16:00;Vitória/BA;2x2;Corinthians/SP
2;22/10/2018;20:00;Internacional/RS;2x2;Santos/SP
2;24/10/2018;19:30;Cruzeiro/MG;0x2;Ceará/CE
2;26/10/2018;21:30;Vasco/RJ;1x1;Internacional/RS
2;26/10/2018;19:30;Vitória/BA;0x1;São Paulo/SP
2;27/10/2018;22:00;Atlético/PR;2x1;Botafogo/RJ
2;27/10/2018;22:00;Cruzeiro/MG;3x1;Paraná/PR
2;27/10/2018;19:00;Chapecoense/SC;1x0;América/MG
2;27/10/2018;19:00;Corinthians/SP;2x1;Bahia/BA
2;27/10/2018;19:00;Flamengo/RJ;1x1;Palmeiras/SP
2;27/10/2018;16:30;Grêmio/RS;3x4;Sport/PE
2;27/10/2018;16:30;Santos/SP;3x0;Fluminense/RJ
2;29/10/2018;20:00;Ceará/CE;2x1;Atlético/MG
2;03/11/2018;19:00;Palmeiras/SP;3x2;Santos/SP
2;03/11/2018;17:00;Atlético/MG;0x1;Grêmio/RS
2;03/11/2018;17:00;Fluminense/RJ;0x1;Vasco/RJ
2;04/11/2018;19:00;Bahia/BA;1x0;Chapecoense/SC
2;04/11/2018;19:00;Internacional/RS;2x1;Atlético/PR
2;04/11/2018;17:00;América/MG;1x2;Cruzeiro/MG
2;04/11/2018;17:00;Botafogo/RJ;1x0;Corinthians/SP
2;04/11/2018;17:00;Paraná/PR;1x1;Vitória/BA
2;04/11/2018;17:00;São Paulo/SP;2x2;Flamengo/RJ
2;05/11/2018;20:00;Sport/PE;1x0;Ceará/CE
2;10/11/2018;19:00;Atlético/PR;2x0;Cruzeiro/MG
2;10/11/2018;19:00;Botafogo/RJ;2x1;Flamengo/RJ
2;10/11/2018;17:00;América/MG;0x1;Paraná/PR
2;10/11/2018;17:00;Corinthians/SP;1x1;São Paulo/SP
2;11/11/2018;19:00;Fluminense/RJ;0x0;Sport/PE
2;11/11/2018;17:00;Atlético/MG;1x1;Palmeiras/SP
2;11/11/2018;17:00;Ceará/CE;1x1;Internacional/RS
2;11/11/2018;17:00;Grêmio/RS;2x1;Vasco/RJ
2;11/11/2018;17:00;Vitória/BA;2x2;Bahia/BA
2;12/11/2018;20:00;Santos/SP;0x1;Chapecoense/SC
2;14/11/2018;21:45;Cruzeiro/MG;1x0;Corinthians/SP
2;14/11/2018;21:45;Palmeiras/SP;3x0;Fluminense/RJ
2;14/11/2018;21:45;Sport/PE;0x0;Vitória/BA
2;14/11/2018;21:00;Bahia/BA;2x1;Ceará/CE
2;14/11/2018;21:00;Paraná/PR;0x1;Atlético/MG
2;14/11/2018;19:30;Vasco/RJ;1x1;Atlético/PR
2;15/11/2018;21:00;Internacional/RS;2x0;América/MG
2;15/11/2018;19:00;São Paulo/SP;1x1;Grêmio/RS
2;15/11/2018;17:00;Chapecoense/SC;0x1;Botafogo/RJ
2;15/11/2018;17:00;Flamengo/RJ;1x0;Santos/SP
2;17/11/2018;21:00;Atlético/MG;1x0;Bahia/BA
2;17/11/2018;19:00;Corinthians/SP;1x0;Vasco/RJ
2;17/11/2018;19:00;Vitória/BA;1x2;Atlético/PR
2;18/11/2018;19:00;Grêmio/RS;2x0;Chapecoense/SC
2;18/11/2018;19:00;São Paulo/SP;1x0;Cruzeiro/MG
2;18/11/2018;17:00;América/MG;2x1;Santos/SP
2;18/11/2018;17:00;Botafogo/RJ;1x0;Internacional/RS
2;18/11/2018;17:00;Paraná/PR;1x1;Palmeiras/SP
2;18/11/2018;17:00;Sport/PE;0x1;Flamengo/RJ
2;19/11/2018;20:00;Fluminense/RJ;0x0;Ceará/CE
2;21/11/2018;21:45;Atlético/PR;1x0;Corinthians/SP
2;21/11/2018;21:45;Cruzeiro/MG;3x0;Vitória/BA
2;21/11/2018;21:45;Flamengo/RJ;2x0;Grêmio/RS
2;21/11/2018;21:45;Palmeiras/SP;4x0;América/MG
2;21/11/2018;21:00;Santos/SP;1x1;Botafogo/RJ
2;21/11/2018;19:30;Internacional/RS;1x2;Atlético/MG
2;22/11/2018;21:00;Bahia/BA;2x0;Fluminense/RJ
2;22/11/2018;21:00;Ceará/CE;1x0;Paraná/PR
2;22/11/2018;21:00;Chapecoense/SC;2x1;Sport/PE
2;22/11/2018;20:00;Vasco/RJ;2x0;São Paulo/SP
2;24/11/2018;20:00;Santos/SP;3x2;Atlético/MG
2;25/11/2018;19:00;América/MG;1x0;Bahia/BA
2;25/11/2018;19:00;Corinthians/SP;0x0;Chapecoense/SC
2;25/11/2018;19:00;Internacional/RS;2x0;Fluminense/RJ
2;25/11/2018;17:00;Atlético/PR;2x2;Ceará/CE
2;25/11/2018;17:00;Cruzeiro/MG;0x2;Flamengo/RJ
2;25/11/2018;17:00;Vasco/RJ;0x1;Palmeiras/SP
2;25/11/2018;17:00;Vitória/BA;0x0;Grêmio/RS
2;26/11/2018;20:00;Botafogo/RJ;2x1;Paraná/PR
2;26/11/2018;20:00;São Paulo/SP;0x0;Sport/PE
2;01/12/2018;19:00;Atlético/MG;1x0;Botafogo/RJ
2;01/12/2018;19:00;Flamengo/RJ;1x2;Atlético/PR
2;02/12/2018;17:00;Bahia/BA;0x0;Cruzeiro/MG
2;02/12/2018;17:00;Ceará/CE;0x0;Vasco/RJ
2;02/12/2018;17:00;Chapecoense/SC;1x0;São Paulo/SP
2;02/12/2018;17:00;Fluminense/RJ;1x0;América/MG
2;02/12/2018;17:00;Grêmio/RS;1x0;Corinthians/SP
2;02/12/2018;17:00;Palmeiras/SP;3x2;Vitória/BA
2;02/12/2018;17:00;Paraná/PR;1x1;Internacional/RS
2;02/12/2018;17:00;Sport/PE;2x1;Santos/SP
1;28/04/2019;23:00;Fluminense/RJ;0x1;Goiás/GO
1;28/04/2019;23:00;Palmeiras/SP;4x0;Fortaleza/CE
1;28/04/2019;20:00;Atlético/PR;4x1;Vasco/RJ
1;28/04/2019;20:00;Bahia/BA;3x2;Corinthians/SP
1;28/04/2019;20:00;Ceará/CE;4x0;CSA/AL
1;28/04/2019;15:00;Grêmio/RS;1x2;Santos/SP
1;28/04/2019;01:00;Flamengo/RJ;3x1;Cruzeiro/MG
1;27/04/2019;23:00;Atlético/MG;2x1;Avaí/SC
1;27/04/2019;23:00;Chapecoense/SC;2x0;Internacional/RS
1;27/04/2019;20:00;São Paulo/SP;2x0;Botafogo/RJ
1;03/05/2019;00:00;Botafogo/RJ;3x2;Bahia/BA
1;02/05/2019;23:15;Santos/SP;2x1;Fluminense/RJ
1;02/05/2019;01:30;Fortaleza/CE;2x1;Atlético/PR
1;02/05/2019;01:30;Goiás/GO;1x2;São Paulo/SP
1;02/05/2019;01:30;Vasco/RJ;1x2;Atlético/MG
1;01/05/2019;23:15;Avaí/SC;1x1;Grêmio/RS
1;01/05/2019;23:15;Cruzeiro/MG;1x0;Ceará/CE
1;01/05/2019;20:00;Corinthians/SP;1x0;Chapecoense/SC
1;01/05/2019;20:00;CSA/AL;1x1;Palmeiras/SP
1;01/05/2019;20:00;Internacional/RS;2x1;Flamengo/RJ
1;05/05/2019;23:00;Bahia/BA;1x0;Avaí/SC
1;05/05/2019;23:00;Grêmio/RS;4x5;Fluminense/RJ
1;05/05/2019;20:00;Botafogo/RJ;1x0;Fortaleza/CE
