,Data,Horário,Camp.,Rodada,Dia,Local,Resultado,GP,GC,Oponente,xG,xGA,Posse,Público,Capitão,Formação,Árbitro,Relatório da Partida,Notas,id,fgk_equipe
445,2022-04-06,19:00,Libertadores,Estágio de grupos,qua,Em casa,D,0,2,990519b8,1.0,2.5,52,,Juninho,4-3-3,Fernando Rapallini,https://fbref.com/pt/partidas/0ed99505/America-MG-Independiente-2022Abril6-Copa-Libertadores,,0ed99505,1f68d780
446,2022-04-10,19:00,Série A,Rodada da semana 1,dom,Visitante,D,0,1,f205258a,0.3,1.0,42,5.081,Juninho,4-1-4-1,Luiz Flávio de Oliveira,https://fbref.com/pt/partidas/312985ca/Avai-America-MG-2022Abril10-Serie-A,,312985ca,1f68d780
447,2022-04-13,21:00,Libertadores,Estágio de grupos,qua,Visitante,E,1,1,422bb734,0.2,2.6,20,37.312,Juninho,4-1-4-1,Patricio Loustau,https://fbref.com/pt/partidas/f5f54d88/Atletico-Mineiro-America-MG-2022Abril13-Copa-Libertadores,,f5f54d88,1f68d780
448,2022-04-16,19:00,Série A,Rodada da semana 2,sáb,Em casa,V,4,1,d081b697,1.5,0.9,46,1.559,Juninho,4-1-4-1,Ramon Abatti Abel,https://fbref.com/pt/partidas/1dd6e625/America-MG-Juventude-2022Abril16-Serie-A,,1dd6e625,1f68d780
449,2022-04-24,16:00,Série A,Rodada da semana 3,dom,Visitante,D,0,3,712c528f,0.9,2.2,61,10.374,Juninho,4-1-4-1,Wilton Sampaio,https://fbref.com/pt/partidas/2f76ba07/Santos-America-MG-2022Abril24-Serie-A,,2f76ba07,1f68d780
450,2022-04-27,19:00,Libertadores,Estágio de grupos,qua,Em casa,D,2,3,9c4c0cc1,1.9,2.2,47,4.651,Juninho,4-1-4-1,Andrés Cunha,https://fbref.com/pt/partidas/801f38d9/America-MG-Tolima-2022Abril27-Copa-Libertadores,,801f38d9,1f68d780
451,2022-04-30,16:30,Série A,Rodada da semana 4,sáb,Em casa,V,1,0,2091c619,0.5,1.1,47,2.433,Juninho,4-1-4-1,Jefferson Ferreira de Moraes,https://fbref.com/pt/partidas/9b9bd5ec/America-MG-Atletico-Paranaense-2022Abril30-Serie-A,,9b9bd5ec,1f68d780
452,2022-05-03,21:30,Libertadores,Estágio de grupos,ter,Em casa,D,1,2,422bb734,0.9,1.6,39,,Juninho,5-4-1,Darío Herrera,https://fbref.com/pt/partidas/724c2a1f/America-MG-Atletico-Mineiro-2022Maio3-Copa-Libertadores,,724c2a1f,1f68d780
453,2022-05-07,16:30,Série A,Rodada da semana 5,sáb,Visitante,V,2,1,422bb734,2.0,2.5,32,14.629,Juninho,4-1-4-1,Wilton Sampaio,https://fbref.com/pt/partidas/c64dd2fb/Atletico-Mineiro-America-MG-2022Maio7-Serie-A,,c64dd2fb,1f68d780
454,2022-05-15,17:30,Série A,Rodada da semana 6,dom,Visitante,D,0,1,d680d257,0.4,0.9,42,19.040,Patric Cabral Lalau,3-1-4-2,Bruno Arleu de Araujo,https://fbref.com/pt/partidas/29e84bfb/Coritiba-America-MG-2022Maio15-Serie-A,,29e84bfb,1f68d780
455,2022-05-18,19:00,Libertadores,Estágio de grupos,qua,Visitante,E,2,2,9c4c0cc1,1.4,2.0,39,,Felipe Azevedo,3-1-4-2,Fernando Rapallini,https://fbref.com/pt/partidas/33c06ffe/Tolima-America-MG-2022Maio18-Copa-Libertadores,,33c06ffe,1f68d780
456,2022-05-21,21:00,Série A,Rodada da semana 7,sáb,Em casa,E,1,1,d9fdd9d9,0.9,0.6,43,4.236,Felipe Azevedo,4-4-2,Raphael Claus,https://fbref.com/pt/partidas/b39f63db/America-MG-Botafogo-RJ-2022Maio21-Serie-A,,b39f63db,1f68d780
457,2022-05-25,19:00,Libertadores,Estágio de grupos,qua,Visitante,D,0,3,990519b8,0.2,1.3,34,,Felipe Azevedo,4-3-3,Leodán González,https://fbref.com/pt/partidas/7ea8d53c/Independiente-America-MG-2022Maio25-Copa-Libertadores,,7ea8d53c,1f68d780
458,2022-05-29,18:00,Série A,Rodada da semana 8,dom,Visitante,E,1,1,bf4acd28,1.4,0.8,38,34.922,Juninho,4-1-4-1,Anderson Daronco,https://fbref.com/pt/partidas/5d440d7e/Corinthians-America-MG-2022Maio29-Serie-A,,5d440d7e,1f68d780
459,2022-06-04,16:30,Série A,Rodada da semana 9,sáb,Em casa,V,2,1,f0e6fb14,0.8,0.4,51,2.720,Juninho,4-1-4-1,Raphael Claus,https://fbref.com/pt/partidas/d413f5fb/America-MG-Cuiaba-2022Junho4-Serie-A,,d413f5fb,1f68d780
460,2022-06-08,19:00,Série A,Rodada da semana 10,qua,Em casa,D,0,2,2f335e17,0.7,1.3,57,2.132,Juninho,4-1-4-1,Douglas Marques das Flores,https://fbref.com/pt/partidas/1bfc093f/America-MG-Ceara-2022Junho8-Serie-A,,1bfc093f,1f68d780
461,2022-06-12,16:00,Série A,Rodada da semana 11,dom,Visitante,D,0,1,5f232eb1,1.1,1.3,52,26.847,Juninho,4-1-4-1,Savio Pereira,https://fbref.com/pt/partidas/03073f83/Sao-Paulo-America-MG-2022Junho12-Serie-A,,03073f83,1f68d780
462,2022-06-15,21:30,Série A,Rodada da semana 12,qua,Em casa,E,0,0,84d9701c,1.0,1.3,22,2.599,Juninho,4-1-4-1,Anderson Daronco,https://fbref.com/pt/partidas/af8dcb20/America-MG-Fluminense-2022Junho15-Serie-A,,af8dcb20,1f68d780
463,2022-06-19,18:00,Série A,Rodada da semana 13,dom,Visitante,D,0,1,a9d0ab0e,1.1,1.8,50,17.709,Juninho,4-1-4-1,Leandro Pedro Vuaden,https://fbref.com/pt/partidas/8728eb13/Fortaleza-America-MG-2022Junho19-Serie-A,,8728eb13,1f68d780
464,2022-06-25,19:00,Série A,Rodada da semana 14,sáb,Visitante,D,0,3,639950ae,0.9,4.1,47,42.931,Juninho,4-1-4-1,Ramon Abatti Abel,https://fbref.com/pt/partidas/775c5d9d/Flamengo-America-MG-2022Junho25-Serie-A,,775c5d9d,1f68d780
465,2022-07-03,18:00,Série A,Rodada da semana 15,dom,Em casa,V,1,0,78c617cc,1.4,1.1,53,2.339,Juninho,4-1-4-1,Caio Max Augusto Vieira,https://fbref.com/pt/partidas/c335f643/America-MG-Goias-2022Julho3-Serie-A,,c335f643,1f68d780
466,2022-07-11,20:00,Série A,Rodada da semana 16,seg,Visitante,D,0,1,6f7e1f03,0.5,1.8,33,19.023,Juninho,4-1-4-1,Flavio Rodrigues De Souza,https://fbref.com/pt/partidas/3504ef52/Internacional-America-MG-2022Julho11-Serie-A,,3504ef52,1f68d780
467,2022-07-17,19:00,Série A,Rodada da semana 17,dom,Em casa,D,0,3,f98930d1,1.0,2.4,56,1.920,Juninho,4-1-4-1,Wagner do Nascimento Magalhães,https://fbref.com/pt/partidas/6183a7fc/America-MG-Bragantino-2022Julho17-Serie-A,,6183a7fc,1f68d780
468,2022-07-21,20:00,Série A,Rodada da semana 18,qui,Em casa,D,0,1,abdce579,2.0,1.4,48,6.462,Juninho,4-3-3,Braulio da Silva Machado,https://fbref.com/pt/partidas/7c4516cc/America-MG-Palmeiras-2022Julho21-Serie-A,,7c4516cc,1f68d780
469,2022-07-24,18:00,Série A,Rodada da semana 19,dom,Visitante,V,1,0,32d508ca,0.7,1.7,36,5.098,Juninho,4-1-4-1,Jean Pierre Goncalves Lima,https://fbref.com/pt/partidas/efeb8574/Atletico-Goianiense-America-MG-2022Julho24-Serie-A,,efeb8574,1f68d780
470,2022-07-31,18:00,Série A,Rodada da semana 20,dom,Em casa,V,3,1,f205258a,2.2,0.8,48,2.215,Juninho,4-3-3,Vinicius Gonçalves Dias Araujo,https://fbref.com/pt/partidas/04dc57c4/America-MG-Avai-2022Julho31-Serie-A,,04dc57c4,1f68d780
471,2022-08-06,16:30,Série A,Rodada da semana 21,sáb,Visitante,V,1,0,d081b697,0.8,1.1,35,3.524,Juninho,4-3-3,Edina Alves Batista,https://fbref.com/pt/partidas/04e21eeb/Juventude-America-MG-2022Agosto6-Serie-A,,04e21eeb,1f68d780
472,2022-08-14,18:00,Série A,Rodada da semana 22,dom,Em casa,V,1,0,712c528f,0.6,0.3,40,2.978,Juninho,4-3-3,Paulo Roberto Alves Júnior,https://fbref.com/pt/partidas/72732962/America-MG-Santos-2022Agosto14-Serie-A,,72732962,1f68d780
473,2022-08-21,18:00,Série A,Rodada da semana 23,dom,Visitante,E,1,1,2091c619,0.9,1.5,42,15.023,Juninho,4-3-3,Savio Pereira,https://fbref.com/pt/partidas/90a0c5b0/Atletico-Paranaense-America-MG-2022Agosto21-Serie-A,,90a0c5b0,1f68d780
474,2022-08-28,16:00,Série A,Rodada da semana 24,dom,Em casa,E,1,1,422bb734,1.2,0.6,44,7.016,Juninho,4-3-3,Ramon Abatti Abel,https://fbref.com/pt/partidas/ca26c39c/America-MG-Atletico-Mineiro-2022Agosto28-Serie-A,,ca26c39c,1f68d780
475,2022-09-03,20:30,Série A,Rodada da semana 25,sáb,Em casa,V,2,0,d680d257,2.0,0.7,51,2.840,Eder,4-3-3,Dyorgines José Padovani Andrade,https://fbref.com/pt/partidas/618f574f/America-MG-Coritiba-2022Setembro3-Serie-A,,618f574f,1f68d780
476,2022-09-11,11:00,Série A,Rodada da semana 26,dom,Visitante,E,0,0,d9fdd9d9,0.6,1.1,53,32.285,Juninho,4-3-3,Jose Mendonca da Silva Junior,https://fbref.com/pt/partidas/fcc99f58/Botafogo-RJ-America-MG-2022Setembro11-Serie-A,,fcc99f58,1f68d780
477,2022-09-18,18:00,Série A,Rodada da semana 27,dom,Em casa,V,1,0,bf4acd28,1.2,0.7,46,6.416,Juninho,4-2-3-1,Bruno Arleu de Araujo,https://fbref.com/pt/partidas/f3c77349/America-MG-Corinthians-2022Setembro18-Serie-A,,f3c77349,1f68d780
478,2022-09-28,20:00,Série A,Rodada da semana 28,qua,Visitante,D,1,2,f0e6fb14,2.7,0.5,58,3.364,Juninho,4-1-4-1,Dyorgines José Padovani Andrade,https://fbref.com/pt/partidas/a7698e81/Cuiaba-America-MG-2022Setembro28-Serie-A,,a7698e81,1f68d780
479,2022-10-01,15:00,Série A,Rodada da semana 29,sáb,Visitante,V,2,1,2f335e17,1.3,1.8,39,13.976,Juninho,4-3-3,Edina Alves Batista,https://fbref.com/pt/partidas/f300dbc3/Ceara-America-MG-2022Outubro1-Serie-A,,f300dbc3,1f68d780
480,2022-10-06,20:00,Série A,Rodada da semana 30,qui,Em casa,D,1,2,5f232eb1,1.0,1.8,33,3.916,Juninho,4-3-3,Ramon Abatti Abel,https://fbref.com/pt/partidas/12117926/America-MG-Sao-Paulo-2022Outubro6-Serie-A,,12117926,1f68d780
481,2022-10-09,18:00,Série A,Rodada da semana 31,dom,Visitante,V,2,0,84d9701c,1.7,1.0,38,23.324,Juninho,4-3-3,Leandro Pedro Vuaden,https://fbref.com/pt/partidas/05331c83/Fluminense-America-MG-2022Outubro9-Serie-A,,05331c83,1f68d780
482,2022-10-15,20:30,Série A,Rodada da semana 32,sáb,Em casa,D,1,2,a9d0ab0e,1.7,1.2,67,2.863,Juninho,4-1-4-1,Vinicius Gonçalves Dias Araujo,https://fbref.com/pt/partidas/2b4929fa/America-MG-Fortaleza-2022Outubro15-Serie-A,,2b4929fa,1f68d780
483,2022-10-22,19:00,Série A,Rodada da semana 33,sáb,Em casa,D,1,2,639950ae,0.8,1.2,47,,Juninho,4-1-4-1,Jean Pierre Goncalves Lima,https://fbref.com/pt/partidas/b2580685/America-MG-Flamengo-2022Outubro22-Serie-A,,b2580685,1f68d780
484,2022-10-26,21:45,Série A,Rodada da semana 34,qua,Visitante,E,2,2,78c617cc,1.6,0.8,54,7.274,Juninho,4-1-4-1,Wagner do Nascimento Magalhães,https://fbref.com/pt/partidas/5506f4fe/Goias-America-MG-2022Outubro26-Serie-A,,5506f4fe,1f68d780
485,2022-11-02,16:00,Série A,Rodada da semana 35,qua,Em casa,V,1,0,6f7e1f03,1.3,1.2,51,,Juninho,4-1-4-1,Bruno Arleu de Araujo,https://fbref.com/pt/partidas/64a00412/America-MG-Internacional-2022Novembro2-Serie-A,,64a00412,1f68d780
486,2022-11-05,19:00,Série A,Rodada da semana 36,sáb,Visitante,V,4,1,f98930d1,2.6,2.0,42,,Juninho,4-1-4-1,Marcelo de Lima Henrique,https://fbref.com/pt/partidas/09b4a946/Bragantino-America-MG-2022Novembro5-Serie-A,,09b4a946,1f68d780
487,2022-11-09,21:30,Série A,Rodada da semana 37,qua,Visitante,D,1,2,abdce579,0.3,2.6,43,,Juninho,4-1-4-1,Savio Pereira,https://fbref.com/pt/partidas/596aa98d/Palmeiras-America-MG-2022Novembro9-Serie-A,,596aa98d,1f68d780
488,2022-11-13,16:00,Série A,Rodada da semana 38,dom,Em casa,E,1,1,32d508ca,2.1,0.5,59,,Juninho,4-3-3,Leandro Pedro Vuaden,https://fbref.com/pt/partidas/3e4492d1/America-MG-Atletico-Goianiense-2022Novembro13-Serie-A,,3e4492d1,1f68d780
489,2022-04-10,16:00,Série A,Rodada da semana 1,dom,Em casa,D,1,3,bf4acd28,1.5,2.1,56,36.898,Kanu,4-3-3,Wilton Sampaio,https://fbref.com/pt/partidas/f444dd93/Botafogo-RJ-Corinthians-2022Abril10-Serie-A,,f444dd93,d9fdd9d9
490,2022-04-17,19:00,Série A,Rodada da semana 2,dom,Visitante,V,3,1,2f335e17,1.6,1.2,35,33.734,Kanu,4-2-3-1,Raphael Claus,https://fbref.com/pt/partidas/e893f912/Ceara-Botafogo-RJ-2022Abril17-Serie-A,,e893f912,d9fdd9d9
491,2022-04-24,18:30,Série A,Rodada da semana 3,dom,Visitante,E,1,1,32d508ca,0.8,1.0,62,4.427,Kanu,4-2-3-1,Luiz Flávio de Oliveira,https://fbref.com/pt/partidas/62f06128/Atletico-Goianiense-Botafogo-RJ-2022Abril24-Serie-A,,62f06128,d9fdd9d9
492,2022-05-01,11:00,Série A,Rodada da semana 4,dom,Em casa,E,1,1,d081b697,2.0,0.6,59,34.734,Gatito Fernández,4-2-3-1,Braulio da Silva Machado,https://fbref.com/pt/partidas/206433f4/Botafogo-RJ-Juventude-2022Maio1-Serie-A,,206433f4,d9fdd9d9
493,2022-05-08,11:00,Série A,Rodada da semana 5,dom,Visitante,V,1,0,639950ae,0.8,1.7,47,54.981,Kanu,4-2-3-1,Anderson Daronco,https://fbref.com/pt/partidas/b13686b5/Flamengo-Botafogo-RJ-2022Maio8-Serie-A,,b13686b5,d9fdd9d9
494,2022-05-15,18:00,Série A,Rodada da semana 6,dom,Em casa,V,3,1,a9d0ab0e,1.3,1.3,62,23.616,Kanu,4-2-3-1,Jefferson Ferreira de Moraes,https://fbref.com/pt/partidas/3d60aae8/Botafogo-RJ-Fortaleza-2022Maio15-Serie-A,,3d60aae8,d9fdd9d9
495,2022-05-21,21:00,Série A,Rodada da semana 7,sáb,Visitante,E,1,1,1f68d780,0.6,0.9,57,4.236,Kanu,4-2-3-1,Raphael Claus,https://fbref.com/pt/partidas/b39f63db/America-MG-Botafogo-RJ-2022Maio21-Serie-A,,b39f63db,d9fdd9d9
496,2022-05-29,16:00,Série A,Rodada da semana 8,dom,Visitante,D,0,1,d680d257,1.2,2.5,72,20.302,Kanu,4-2-3-1,Braulio da Silva Machado,https://fbref.com/pt/partidas/13cd7928/Coritiba-Botafogo-RJ-2022Maio29-Serie-A,,13cd7928,d9fdd9d9
497,2022-06-06,20:00,Série A,Rodada da semana 9,seg,Em casa,D,1,2,78c617cc,0.6,1.9,62,30.954,Kanu,4-3-3,Paulo Henrique Schleinch Vollkopf,https://fbref.com/pt/partidas/db6e24ad/Botafogo-RJ-Goias-2022Junho6-Serie-A,,db6e24ad,d9fdd9d9
498,2022-06-09,19:00,Série A,Rodada da semana 10,qui,Visitante,D,0,4,abdce579,0.8,2.7,53,33.431,Kanu,4-1-4-1,Anderson Daronco,https://fbref.com/pt/partidas/0b39d24b/Palmeiras-Botafogo-RJ-2022Junho9-Serie-A,,0b39d24b,d9fdd9d9
499,2022-06-13,19:00,Série A,Rodada da semana 11,seg,Em casa,D,0,1,f205258a,1.6,0.3,51,12.627,Kanu,4-2-3-1,Flavio Rodrigues De Souza,https://fbref.com/pt/partidas/0d3b0c6b/Botafogo-RJ-Avai-2022Junho13-Serie-A,,0d3b0c6b,d9fdd9d9
500,2022-06-16,16:00,Série A,Rodada da semana 12,qui,Em casa,V,1,0,5f232eb1,1.4,0.4,33,18.677,Joel Carli,3-4-3,Wilton Sampaio,https://fbref.com/pt/partidas/8cd163e6/Botafogo-RJ-Sao-Paulo-2022Junho16-Serie-A,,8cd163e6,d9fdd9d9
501,2022-06-19,18:00,Série A,Rodada da semana 13,dom,Visitante,V,3,2,6f7e1f03,1.5,3.1,23,26.219,Joel Carli,3-4-3,Savio Pereira,https://fbref.com/pt/partidas/93d7983b/Internacional-Botafogo-RJ-2022Junho19-Serie-A,,93d7983b,d9fdd9d9
502,2022-06-26,16:00,Série A,Rodada da semana 14,dom,Em casa,D,0,1,84d9701c,0.7,0.8,21,29.791,Joel Carli,3-4-3,Anderson Daronco,https://fbref.com/pt/partidas/b8e6cca9/Botafogo-RJ-Fluminense-2022Junho26-Serie-A,,b8e6cca9,d9fdd9d9
503,2022-07-04,20:00,Série A,Rodada da semana 15,seg,Visitante,V,1,0,f98930d1,1.3,1.4,36,4.509,Kanu,3-4-1-2,Ramon Abatti Abel,https://fbref.com/pt/partidas/ea868b12/Bragantino-Botafogo-RJ-2022Julho4-Serie-A,,ea868b12,d9fdd9d9
504,2022-07-10,18:00,Série A,Rodada da semana 16,dom,Visitante,D,0,2,f0e6fb14,0.2,1.2,53,14.719,Joel Carli,3-4-3,Jefferson Ferreira de Moraes,https://fbref.com/pt/partidas/db0717b6/Cuiaba-Botafogo-RJ-2022Julho10-Serie-A,,db0717b6,d9fdd9d9
505,2022-07-17,18:00,Série A,Rodada da semana 17,dom,Em casa,D,0,1,422bb734,0.9,1.6,38,8.678,Kanu,4-2-3-1,Raphael Claus,https://fbref.com/pt/partidas/9858c3a9/Botafogo-RJ-Atletico-Mineiro-2022Julho17-Serie-A,,9858c3a9,d9fdd9d9
506,2022-07-20,21:30,Série A,Rodada da semana 18,qua,Visitante,D,0,2,712c528f,1.4,1.8,64,8.453,Kanu,4-2-3-1,Ramon Abatti Abel,https://fbref.com/pt/partidas/6515d282/Santos-Botafogo-RJ-2022Julho20-Serie-A,,6515d282,d9fdd9d9
507,2022-07-23,21:00,Série A,Rodada da semana 19,sáb,Em casa,V,2,0,2091c619,0.8,0.9,53,8.105,Gatito Fernández,4-2-3-1,Anderson Daronco,https://fbref.com/pt/partidas/f9db809c/Botafogo-RJ-Atletico-Paranaense-2022Julho23-Serie-A,,f9db809c,d9fdd9d9
508,2022-07-30,19:00,Série A,Rodada da semana 20,sáb,Visitante,D,0,1,bf4acd28,0.1,0.9,50,42.632,Gatito Fernández,4-2-3-1,Jean Pierre Goncalves Lima,https://fbref.com/pt/partidas/69235a12/Corinthians-Botafogo-RJ-2022Julho30-Serie-A,,69235a12,d9fdd9d9
509,2022-08-06,16:30,Série A,Rodada da semana 21,sáb,Em casa,E,1,1,2f335e17,0.6,2.2,40,21.657,Gatito Fernández,4-2-3-1,Raphael Claus,https://fbref.com/pt/partidas/6070ce37/Botafogo-RJ-Ceara-2022Agosto6-Serie-A,,6070ce37,d9fdd9d9
510,2022-08-13,21:00,Série A,Rodada da semana 22,sáb,Em casa,E,0,0,32d508ca,0.8,0.7,54,12.230,Gatito Fernández,4-2-3-1,Edina Alves Batista,https://fbref.com/pt/partidas/19bc6b03/Botafogo-RJ-Atletico-Goianiense-2022Agosto13-Serie-A,,19bc6b03,d9fdd9d9
511,2022-08-21,11:00,Série A,Rodada da semana 23,dom,Visitante,E,2,2,d081b697,2.4,0.6,64,3.095,Gatito Fernández,4-2-3-1,Raphael Claus,https://fbref.com/pt/partidas/acac1196/Juventude-Botafogo-RJ-2022Agosto21-Serie-A,,acac1196,d9fdd9d9
512,2022-08-28,18:00,Série A,Rodada da semana 24,dom,Em casa,D,0,1,639950ae,0.5,0.9,46,14.442,Gatito Fernández,4-2-3-1,Flavio Rodrigues De Souza,https://fbref.com/pt/partidas/c19341be/Botafogo-RJ-Flamengo-2022Agosto28-Serie-A,,c19341be,d9fdd9d9
513,2022-09-04,16:00,Série A,Rodada da semana 25,dom,Visitante,V,3,1,a9d0ab0e,1.6,1.9,43,54.505,Gatito Fernández,4-2-3-1,Ramon Abatti Abel,https://fbref.com/pt/partidas/d50b5eaf/Fortaleza-Botafogo-RJ-2022Setembro4-Serie-A,,d50b5eaf,d9fdd9d9
514,2022-09-11,11:00,Série A,Rodada da semana 26,dom,Em casa,E,0,0,1f68d780,1.1,0.6,47,32.285,Gatito Fernández,4-2-3-1,Jose Mendonca da Silva Junior,https://fbref.com/pt/partidas/fcc99f58/Botafogo-RJ-America-MG-2022Setembro11-Serie-A,,fcc99f58,d9fdd9d9
515,2022-09-17,19:00,Série A,Rodada da semana 27,sáb,Em casa,V,2,0,d680d257,1.5,0.9,53,32.285,Gatito Fernández,4-2-3-1,Paulo Cesar Zanovelli da Silva,https://fbref.com/pt/partidas/9759f934/Botafogo-RJ-Coritiba-2022Setembro17-Serie-A,,9759f934,d9fdd9d9
516,2022-09-28,21:45,Série A,Rodada da semana 28,qua,Visitante,V,1,0,78c617cc,0.7,0.2,56,10.774,Fernando Marçal,4-2-3-1,Luiz Flávio de Oliveira,https://fbref.com/pt/partidas/2b22c465/Goias-Botafogo-RJ-2022Setembro28-Serie-A,,2b22c465,d9fdd9d9
517,2022-10-03,20:00,Série A,Rodada da semana 29,seg,Em casa,D,1,3,abdce579,0.9,2.5,48,16.545,Carlos Eduardo,4-2-3-1,Wilton Sampaio,https://fbref.com/pt/partidas/c42e7360/Botafogo-RJ-Palmeiras-2022Outubro3-Serie-A,,c42e7360,d9fdd9d9
518,2022-10-06,20:00,Série A,Rodada da semana 30,qui,Visitante,V,2,1,f205258a,2.0,0.9,44,6.097,Gatito Fernández,4-2-3-1,Paulo Cesar Zanovelli da Silva,https://fbref.com/pt/partidas/2d216758/Avai-Botafogo-RJ-2022Outubro6-Serie-A,,2d216758,d9fdd9d9
519,2022-10-09,16:00,Série A,Rodada da semana 31,dom,Visitante,V,1,0,5f232eb1,1.1,0.7,34,23.918,Gatito Fernández,4-2-3-1,Jean Pierre Goncalves Lima,https://fbref.com/pt/partidas/35c10a07/Sao-Paulo-Botafogo-RJ-2022Outubro9-Serie-A,,35c10a07,d9fdd9d9
520,2022-10-16,18:00,Série A,Rodada da semana 32,dom,Em casa,D,0,1,6f7e1f03,0.5,0.8,50,24.445,Gatito Fernández,4-2-3-1,Braulio da Silva Machado,https://fbref.com/pt/partidas/69b185ad/Botafogo-RJ-Internacional-2022Outubro16-Serie-A,,69b185ad,d9fdd9d9
521,2022-10-23,16:00,Série A,Rodada da semana 33,dom,Visitante,E,2,2,84d9701c,0.7,2.2,35,,Gatito Fernández,4-3-3,Ramon Abatti Abel,https://fbref.com/pt/partidas/3474bee5/Fluminense-Botafogo-RJ-2022Outubro23-Serie-A,,3474bee5,d9fdd9d9
522,2022-10-26,19:30,Série A,Rodada da semana 34,qua,Em casa,V,2,1,f98930d1,1.3,0.5,43,11.093,Gatito Fernández,4-2-3-1,Dyorgines José Padovani Andrade,https://fbref.com/pt/partidas/098513ab/Botafogo-RJ-Bragantino-2022Outubro26-Serie-A,,098513ab,d9fdd9d9
523,2022-11-01,19:00,Série A,Rodada da semana 35,ter,Em casa,D,0,2,f0e6fb14,1.2,1.1,67,16.365,Gatito Fernández,4-2-3-1,Jean Pierre Goncalves Lima,https://fbref.com/pt/partidas/9397a6cb/Botafogo-RJ-Cuiaba-2022Novembro1-Serie-A,,9397a6cb,d9fdd9d9
524,2022-11-07,20:00,Série A,Rodada da semana 36,seg,Visitante,V,2,0,422bb734,0.6,1.3,34,31.160,Gatito Fernández,3-4-3,Leandro Pedro Vuaden,https://fbref.com/pt/partidas/cd0f2074/Atletico-Mineiro-Botafogo-RJ-2022Novembro7-Serie-A,,cd0f2074,d9fdd9d9
525,2022-11-10,20:00,Série A,Rodada da semana 37,qui,Em casa,V,3,0,712c528f,1.3,0.4,46,,Víctor Cuesta,4-2-3-1,Braulio da Silva Machado,https://fbref.com/pt/partidas/1af9ccef/Botafogo-RJ-Santos-2022Novembro10-Serie-A,,1af9ccef,d9fdd9d9
526,2022-11-13,16:00,Série A,Rodada da semana 38,dom,Visitante,D,0,3,2091c619,0.9,2.5,60,,Fernando Marçal,4-2-3-1,Anderson Daronco,https://fbref.com/pt/partidas/c5a51ad3/Atletico-Paranaense-Botafogo-RJ-2022Novembro13-Serie-A,,c5a51ad3,d9fdd9d9
527,2022-04-05,19:15,Sudamericana,Estágio de grupos,ter,Visitante,D,0,1,06c1606c,,,47,,João Paulo,3-4-3,Derlis López,https://fbref.com/pt/partidas/66d39a23/Banfield-Santos-2022Abril5-Copa-Sudamericana,,66d39a23,712c528f
528,2022-04-09,16:30,Série A,Rodada da semana 1,sáb,Visitante,E,0,0,84d9701c,0.1,1.6,35,22.855,João Paulo,4-4-2,Anderson Daronco,https://fbref.com/pt/partidas/9a0d7bad/Fluminense-Santos-2022Abril9-Serie-A,,9a0d7bad,712c528f
529,2022-04-13,19:15,Sudamericana,Estágio de grupos,qua,Em casa,V,3,2,01f5194d,,,53,,João Paulo,4-4-2,José Argote,https://fbref.com/pt/partidas/81ccab40/Santos-Univ-Catolica-2022Abril13-Copa-Sudamericana,,81ccab40,712c528f
530,2022-04-17,11:00,Série A,Rodada da semana 2,dom,Em casa,V,2,1,d680d257,1.6,1.8,36,13.051,João Paulo,4-4-2,Wagner do Nascimento Magalhães,https://fbref.com/pt/partidas/60308b10/Santos-Coritiba-2022Abril17-Serie-A,,60308b10,712c528f
531,2022-04-24,16:00,Série A,Rodada da semana 3,dom,Em casa,V,3,0,1f68d780,2.2,0.9,39,10.374,João Paulo,4-4-2,Wilton Sampaio,https://fbref.com/pt/partidas/2f76ba07/Santos-America-MG-2022Abril24-Serie-A,,2f76ba07,712c528f
532,2022-04-28,20:30,Sudamericana,Estágio de grupos,qui,Visitante,E,1,1,f052bc76,,,34,,João Paulo,4-4-2,Ángel Arteaga,https://fbref.com/pt/partidas/4bf1c610/La-Calera-Santos-2022Abril28-Copa-Sudamericana,,4bf1c610,712c528f
533,2022-05-02,20:00,Série A,Rodada da semana 4,seg,Visitante,D,1,2,5f232eb1,1.3,1.4,43,36.746,João Paulo,4-4-2,Leandro Pedro Vuaden,https://fbref.com/pt/partidas/27f8c04e/Sao-Paulo-Santos-2022Maio2-Serie-A,,27f8c04e,712c528f
534,2022-05-05,19:30,Sudamericana,Estágio de grupos,qui,Visitante,V,1,0,01f5194d,,,34,,Felipe Jonatan,4-3-3,Gery Vargas,https://fbref.com/pt/partidas/f8202856/Univ-Catolica-Santos-2022Maio5-Copa-Sudamericana,,f8202856,712c528f
535,2022-05-08,18:00,Série A,Rodada da semana 5,dom,Em casa,V,4,1,f0e6fb14,2.2,1.4,48,7.256,João Paulo,4-2-3-1,Braulio da Silva Machado,https://fbref.com/pt/partidas/a6410648/Santos-Cuiaba-2022Maio8-Serie-A,,a6410648,712c528f
536,2022-05-15,19:00,Série A,Rodada da semana 6,dom,Visitante,D,0,1,78c617cc,1.2,1.8,68,11.070,João Paulo,4-2-3-1,Marcelo de Lima Henrique,https://fbref.com/pt/partidas/f00e7f09/Goias-Santos-2022Maio15-Serie-A,,f00e7f09,712c528f
