,Data,Horário,Camp.,Rodada,Dia,Local,Resultado,GP,GC,Oponente,xG,xGA,Posse,Público,Capitão,Formação,Árbitro,Relatório da Partida,Notas,id,fgk_equipe
67,2022-06-15,20:30,Série A,Rodada da semana 12,qua,Visitante,V,2,1,78c617cc,1.5,0.5,47,8.892,Edenílson,4-3-1-2,Caio Max Augusto Vieira,https://fbref.com/pt/partidas/3049aab7/Goias-Internacional-2022Junho15-Serie-A,,3049aab7,6f7e1f03
68,2022-06-19,18:00,Série A,Rodada da semana 13,dom,Em casa,D,2,3,d9fdd9d9,3.1,1.5,77,26.219,Edenílson,4-1-2-1-2◆,Savio Pereira,https://fbref.com/pt/partidas/93d7983b/Internacional-Botafogo-RJ-2022Junho19-Serie-A,,93d7983b,6f7e1f03
69,2022-06-24,21:30,Série A,Rodada da semana 14,sex,Em casa,V,3,0,d680d257,2.5,1.0,55,13.454,Taison,4-3-3,Jefferson Ferreira de Moraes,https://fbref.com/pt/partidas/ed828cae/Internacional-Coritiba-2022Junho24-Serie-A,,ed828cae,6f7e1f03
70,2022-06-28,20:30,Sudamericana,Oitavas de final,ter,Visitante,D,0,2,2ff539f3,,,48,,Edenílson,4-4-2,Patricio Loustau,https://fbref.com/pt/partidas/71e1519e/Colo-Colo-Internacional-2022Junho28-Copa-Sudamericana,Jogo de ida/volta 1 de 2,71e1519e,6f7e1f03
71,2022-07-02,19:00,Série A,Rodada da semana 15,sáb,Visitante,E,1,1,2f335e17,1.5,1.1,38,23.283,Taison,4-2-3-1,Rodolpho Toski Marques,https://fbref.com/pt/partidas/378f0336/Ceara-Internacional-2022Julho2-Serie-A,,378f0336,6f7e1f03
72,2022-07-05,21:30,Sudamericana,Oitavas de final,ter,Em casa,V,4,1,2ff539f3,,,60,40.598,Edenílson,4-3-2-1,Darío Herrera,https://fbref.com/pt/partidas/6f976215/Internacional-Colo-Colo-2022Julho5-Copa-Sudamericana,Jogo de ida/volta 2 de 2; Internacional venceu,6f976215,6f7e1f03
73,2022-07-11,20:00,Série A,Rodada da semana 16,seg,Em casa,V,1,0,1f68d780,1.8,0.5,67,19.023,Taison,4-3-1-2,Flavio Rodrigues De Souza,https://fbref.com/pt/partidas/3504ef52/Internacional-America-MG-2022Julho11-Serie-A,,3504ef52,6f7e1f03
74,2022-07-16,16:30,Série A,Rodada da semana 17,sáb,Visitante,E,0,0,2091c619,1.6,2.4,40,21.402,Edenílson,4-2-3-1,Ramon Abatti Abel,https://fbref.com/pt/partidas/3b523ceb/Atletico-Paranaense-Internacional-2022Julho16-Serie-A,,3b523ceb,6f7e1f03
75,2022-07-20,20:30,Série A,Rodada da semana 18,qua,Em casa,E,3,3,5f232eb1,2.5,1.9,34,32.804,Edenílson,4-2-3-1,Marcelo de Lima Henrique,https://fbref.com/pt/partidas/4528e677/Internacional-Sao-Paulo-2022Julho20-Serie-A,,4528e677,6f7e1f03
76,2022-07-24,16:00,Série A,Rodada da semana 19,dom,Visitante,D,1,2,abdce579,0.7,1.3,48,38.658,Edenílson,4-1-2-1-2◆,Bruno Arleu de Araujo,https://fbref.com/pt/partidas/37341666/Palmeiras-Internacional-2022Julho24-Serie-A,,37341666,6f7e1f03
77,2022-07-31,16:00,Série A,Rodada da semana 20,dom,Em casa,V,3,0,422bb734,0.8,1.9,32,39.451,Edenílson,4-4-2,Flavio Rodrigues De Souza,https://fbref.com/pt/partidas/7f8213a9/Internacional-Atletico-Mineiro-2022Julho31-Serie-A,,7f8213a9,6f7e1f03
78,2022-08-04,17:15,Sudamericana,Quartas de final,qui,Visitante,E,0,0,87ffd947,,,38,27.281,Edenílson,4-1-4-1,Andrés Matonte,https://fbref.com/pt/partidas/02d31da0/Melgar-Internacional-2022Agosto4-Copa-Sudamericana,Jogo de ida/volta 1 de 2,02d31da0,6f7e1f03
79,2022-08-07,18:00,Série A,Rodada da semana 21,dom,Visitante,D,0,3,a9d0ab0e,0.7,1.8,66,39.523,Alan Patrick,4-2-3-1,Wagner do Nascimento Magalhães,https://fbref.com/pt/partidas/20f714ea/Fortaleza-Internacional-2022Agosto7-Serie-A,,20f714ea,6f7e1f03
80,2022-08-11,19:15,Sudamericana,Quartas de final,qui,Em casa,E,0 (1),0 (3),87ffd947,,,49,43.191,Edenílson,4-1-4-1,Roberto Tobar,https://fbref.com/pt/partidas/fe071cb8/Internacional-Melgar-2022Agosto11-Copa-Sudamericana,Jogo de ida/volta 2 de 2; Melgar venceu; Melgar venceu por,fe071cb8,6f7e1f03
81,2022-08-14,19:00,Série A,Rodada da semana 22,dom,Em casa,V,3,0,84d9701c,1.6,0.3,33,14.824,Gabriel,4-1-4-1,Ramon Abatti Abel,https://fbref.com/pt/partidas/75d4fb28/Internacional-Fluminense-2022Agosto14-Serie-A,,75d4fb28,6f7e1f03
82,2022-08-22,20:00,Série A,Rodada da semana 23,seg,Visitante,V,1,0,f205258a,1.7,0.7,50,13.911,Gabriel,4-4-1-1,Edina Alves Batista,https://fbref.com/pt/partidas/f7bcfeff/Avai-Internacional-2022Agosto22-Serie-A,,f7bcfeff,6f7e1f03
83,2022-08-29,20:00,Série A,Rodada da semana 24,seg,Em casa,V,4,0,d081b697,3.2,0.2,54,16.518,Gabriel,4-4-1-1,Bruno Arleu de Araujo,https://fbref.com/pt/partidas/1037536e/Internacional-Juventude-2022Agosto29-Serie-A,,1037536e,6f7e1f03
84,2022-09-04,16:00,Série A,Rodada da semana 25,dom,Visitante,E,2,2,bf4acd28,0.8,1.9,50,41.423,Gabriel,4-1-2-1-2◆,Braulio da Silva Machado,https://fbref.com/pt/partidas/306f08d5/Corinthians-Internacional-2022Setembro4-Serie-A,,306f08d5,6f7e1f03
85,2022-09-10,16:30,Série A,Rodada da semana 26,sáb,Em casa,V,1,0,f0e6fb14,1.5,0.0,67,30.719,Gabriel,4-3-3,Maguielson Lima Barbosa,https://fbref.com/pt/partidas/6554298f/Internacional-Cuiaba-2022Setembro10-Serie-A,,6554298f,6f7e1f03
86,2022-09-19,20:00,Série A,Rodada da semana 27,seg,Visitante,V,2,1,32d508ca,1.9,1.3,46,5.185,Edenílson,4-3-3,Edina Alves Batista,https://fbref.com/pt/partidas/9c622af9/Atletico-Goianiense-Internacional-2022Setembro19-Serie-A,,9c622af9,6f7e1f03
87,2022-09-28,21:45,Série A,Rodada da semana 28,qua,Em casa,E,0,0,f98930d1,1.5,1.0,58,17.945,Edenílson,4-2-3-1,Wagner do Nascimento Magalhães,https://fbref.com/pt/partidas/2ad61a72/Internacional-Bragantino-2022Setembro28-Serie-A,,2ad61a72,6f7e1f03
88,2022-10-01,15:00,Série A,Rodada da semana 29,sáb,Em casa,V,1,0,712c528f,1.0,0.3,48,30.858,Gabriel,4-3-3,Ramon Abatti Abel,https://fbref.com/pt/partidas/1113bcc4/Internacional-Santos-2022Outubro1-Serie-A,,1113bcc4,6f7e1f03
89,2022-10-05,21:30,Série A,Rodada da semana 30,qua,Visitante,E,0,0,639950ae,0.8,1.4,33,43.710,Edenílson,4-2-3-1,Flavio Rodrigues De Souza,https://fbref.com/pt/partidas/bdf88399/Flamengo-Internacional-2022Outubro5-Serie-A,,bdf88399,6f7e1f03
90,2022-10-09,11:00,Série A,Rodada da semana 31,dom,Em casa,V,4,2,78c617cc,2.5,2.0,61,31.554,Rodrigo Moledo,4-2-3-1,Edina Alves Batista,https://fbref.com/pt/partidas/bd182a29/Internacional-Goias-2022Outubro9-Serie-A,,bd182a29,6f7e1f03
91,2022-10-16,18:00,Série A,Rodada da semana 32,dom,Visitante,V,1,0,d9fdd9d9,0.8,0.5,50,24.445,Alan Patrick,4-2-3-1,Braulio da Silva Machado,https://fbref.com/pt/partidas/69b185ad/Botafogo-RJ-Internacional-2022Outubro16-Serie-A,,69b185ad,6f7e1f03
92,2022-10-23,18:00,Série A,Rodada da semana 33,dom,Visitante,E,1,1,d680d257,1.1,0.5,64,,Edenílson,4-1-2-1-2◆,Wagner do Nascimento Magalhães,https://fbref.com/pt/partidas/f26af51c/Coritiba-Internacional-2022Outubro23-Serie-A,,f26af51c,6f7e1f03
93,2022-10-26,21:45,Série A,Rodada da semana 34,qua,Em casa,V,2,1,2f335e17,2.2,1.5,62,,Edenílson,4-2-3-1,Ramon Abatti Abel,https://fbref.com/pt/partidas/5b8271d0/Internacional-Ceara-2022Outubro26-Serie-A,,5b8271d0,6f7e1f03
94,2022-11-02,16:00,Série A,Rodada da semana 35,qua,Visitante,D,0,1,1f68d780,1.2,1.3,49,,Edenílson,4-4-1-1,Bruno Arleu de Araujo,https://fbref.com/pt/partidas/64a00412/America-MG-Internacional-2022Novembro2-Serie-A,,64a00412,6f7e1f03
95,2022-11-05,21:00,Série A,Rodada da semana 36,sáb,Em casa,V,2,0,2091c619,1.3,0.7,55,,Renê,4-4-1-1,Flavio Rodrigues De Souza,https://fbref.com/pt/partidas/971b3a2e/Internacional-Atletico-Paranaense-2022Novembro5-Serie-A,,971b3a2e,6f7e1f03
96,2022-11-08,21:30,Série A,Rodada da semana 37,ter,Visitante,V,1,0,5f232eb1,0.7,0.6,41,19.692,Renê,4-2-3-1,Wagner do Nascimento Magalhães,https://fbref.com/pt/partidas/3caeccb4/Sao-Paulo-Internacional-2022Novembro8-Serie-A,,3caeccb4,6f7e1f03
97,2022-11-13,16:00,Série A,Rodada da semana 38,dom,Em casa,V,3,0,abdce579,1.4,1.3,48,,Taison,4-2-3-1,Bruno Arleu de Araujo,https://fbref.com/pt/partidas/67acaa53/Internacional-Palmeiras-2022Novembro13-Serie-A,,67acaa53,6f7e1f03
98,2022-02-22,19:30,Libertadores,Segunda fase classificatória,ter,Visitante,V,2,1,4c319052,2.7,1.2,59,,Fred,4-1-4-1,Darío Herrera,https://fbref.com/pt/partidas/cdeee861/Millonarios-Fluminense-2022Fevereiro22-Copa-Libertadores,Jogo de ida/volta 1 de 2,cdeee861,84d9701c
99,2022-03-01,21:30,Libertadores,Segunda fase classificatória,ter,Em casa,V,2,0,4c319052,1.4,0.9,49,,Yago,4-1-4-1,Fernando Rapallini,https://fbref.com/pt/partidas/37e35543/Fluminense-Millonarios-2022Marco1-Copa-Libertadores,Jogo de ida/volta 2 de 2; Fluminense venceu,37e35543,84d9701c
100,2022-03-09,21:30,Libertadores,Terceira fase classificatória,qua,Em casa,V,3,1,4d4fc0b8,2.4,0.9,48,31.799,Yago,3-4-3,Facundo Tello,https://fbref.com/pt/partidas/7efbc4fd/Fluminense-Club-Olimpia-2022Marco9-Copa-Libertadores,Jogo de ida/volta 1 de 2,7efbc4fd,84d9701c
101,2022-03-16,21:30,Libertadores,Terceira fase classificatória,qua,Visitante,D,0 (1),2 (4),4d4fc0b8,0.7,1.9,37,,Nino,3-4-3,Roberto Tobar,https://fbref.com/pt/partidas/cae1deab/Club-Olimpia-Fluminense-2022Marco16-Copa-Libertadores,Jogo de ida/volta 2 de 2; Olimpia venceu; Olimpia venceu por,cae1deab,84d9701c
102,2022-04-06,19:15,Sudamericana,Estágio de grupos,qua,Em casa,V,3,0,bdc20e84,,,57,,Yago,4-3-1-2,José Argote,https://fbref.com/pt/partidas/e0806721/Fluminense-Oriente-Petrolero-2022Abril6-Copa-Sudamericana,,e0806721,84d9701c
103,2022-04-09,16:30,Série A,Rodada da semana 1,sáb,Em casa,E,0,0,712c528f,1.6,0.1,65,22.855,Yago,3-4-3,Anderson Daronco,https://fbref.com/pt/partidas/9a0d7bad/Fluminense-Santos-2022Abril9-Serie-A,,9a0d7bad,84d9701c
104,2022-04-13,19:30,Sudamericana,Estágio de grupos,qua,Visitante,D,0,3,b281fa3b,,,55,,Yago,3-4-3,Alexis Herrera,https://fbref.com/pt/partidas/9df81ca1/Junior-Fluminense-2022Abril13-Copa-Sudamericana,,9df81ca1,84d9701c
105,2022-04-16,20:00,Série A,Rodada da semana 2,sáb,Visitante,V,1,0,f0e6fb14,0.7,0.2,61,10.791,Fred,4-3-3,Savio Pereira,https://fbref.com/pt/partidas/71bc0864/Cuiaba-Fluminense-2022Abril16-Serie-A,,71bc0864,84d9701c
106,2022-04-23,19:00,Série A,Rodada da semana 3,sáb,Em casa,D,0,1,6f7e1f03,0.5,0.8,57,16.176,Nino,3-4-1-2,Braulio da Silva Machado,https://fbref.com/pt/partidas/8a2778e4/Fluminense-Internacional-2022Abril23-Serie-A,,8a2778e4,84d9701c
107,2022-04-26,21:30,Sudamericana,Estágio de grupos,ter,Em casa,E,0,0,5adc7e67,,,63,11.140,Nino,3-4-1-2,Esteban Ostojich,https://fbref.com/pt/partidas/7d8c32ca/Fluminense-CA-Union-2022Abril26-Copa-Sudamericana,,7d8c32ca,84d9701c
108,2022-05-01,16:00,Série A,Rodada da semana 4,dom,Visitante,D,2,3,d680d257,0.6,3.3,45,24.622,Nino,4-1-2-1-2◆,Raphael Claus,https://fbref.com/pt/partidas/8ac978c0/Coritiba-Fluminense-2022Maio1-Serie-A,,8ac978c0,84d9701c
109,2022-05-04,21:30,Sudamericana,Estágio de grupos,qua,Em casa,V,2,1,b281fa3b,,,53,,Nino,4-2-3-1,Mario Díaz de Vivar,https://fbref.com/pt/partidas/49546792/Fluminense-Junior-2022Maio4-Copa-Sudamericana,,49546792,84d9701c
110,2022-05-08,16:00,Série A,Rodada da semana 5,dom,Visitante,E,1,1,abdce579,0.7,2.1,50,28.776,Nino,4-2-3-1,Savio Pereira,https://fbref.com/pt/partidas/57b34fd0/Palmeiras-Fluminense-2022Maio8-Serie-A,,57b34fd0,84d9701c
111,2022-05-14,21:00,Série A,Rodada da semana 6,sáb,Em casa,V,2,1,2091c619,0.7,1.4,63,4.722,Nino,4-1-2-1-2◆,Ramon Abatti Abel,https://fbref.com/pt/partidas/fafa4385/Fluminense-Atletico-Paranaense-2022Maio14-Serie-A,,fafa4385,84d9701c
112,2022-05-19,19:15,Sudamericana,Estágio de grupos,qui,Visitante,E,0,0,5adc7e67,,,61,,Nino,4-2-3-1,Andrés Cunha,https://fbref.com/pt/partidas/9346c696/CA-Union-Fluminense-2022Maio19-Copa-Sudamericana,,9346c696,84d9701c
113,2022-05-22,16:00,Série A,Rodada da semana 7,dom,Visitante,V,1,0,a9d0ab0e,1.1,1.7,37,37.507,Nino,4-4-1-1,Anderson Daronco,https://fbref.com/pt/partidas/8df7b329/Fortaleza-Fluminense-2022Maio22-Serie-A,,8df7b329,84d9701c
114,2022-05-26,20:30,Sudamericana,Estágio de grupos,qui,Visitante,V,10,1,bdc20e84,,,69,,Fábio,3-4-3,Guillermo Guerrero,https://fbref.com/pt/partidas/6a0389c9/Oriente-Petrolero-Fluminense-2022Maio26-Copa-Sudamericana,,6a0389c9,84d9701c
115,2022-05-29,18:00,Série A,Rodada da semana 8,dom,Em casa,D,1,2,639950ae,1.6,1.0,62,57.919,Yago,4-4-1-1,Raphael Claus,https://fbref.com/pt/partidas/2c53cf3c/Fluminense-Flamengo-2022Maio29-Serie-A,,2c53cf3c,84d9701c
116,2022-06-05,11:00,Série A,Rodada da semana 9,dom,Visitante,D,0,1,d081b697,0.3,1.1,52,2.573,Ganso,4-2-3-1,Jefferson Ferreira de Moraes,https://fbref.com/pt/partidas/35d9246d/Juventude-Fluminense-2022Junho5-Serie-A,,35d9246d,84d9701c
117,2022-06-08,21:30,Série A,Rodada da semana 10,qua,Em casa,V,5,3,422bb734,1.8,0.8,43,16.143,Ganso,4-4-1-1,Leandro Pedro Vuaden,https://fbref.com/pt/partidas/98ea0bbf/Fluminense-Atletico-Mineiro-2022Junho8-Serie-A,,98ea0bbf,84d9701c
118,2022-06-11,19:00,Série A,Rodada da semana 11,sáb,Em casa,D,0,2,32d508ca,1.8,1.9,47,27.859,Fábio,4-2-3-1,Luiz Flávio de Oliveira,https://fbref.com/pt/partidas/96a11d80/Fluminense-Atletico-Goianiense-2022Junho11-Serie-A,,96a11d80,84d9701c
119,2022-06-15,21:30,Série A,Rodada da semana 12,qua,Visitante,E,0,0,1f68d780,1.3,1.0,78,2.599,Nino,4-2-3-1,Anderson Daronco,https://fbref.com/pt/partidas/af8dcb20/America-MG-Fluminense-2022Junho15-Serie-A,,af8dcb20,84d9701c
120,2022-06-19,19:00,Série A,Rodada da semana 13,dom,Em casa,V,2,0,f205258a,1.7,0.5,50,15.530,Nino,4-2-3-1,Paulo Roberto Alves Júnior,https://fbref.com/pt/partidas/f2120467/Fluminense-Avai-2022Junho19-Serie-A,,f2120467,84d9701c
121,2022-06-26,16:00,Série A,Rodada da semana 14,dom,Visitante,V,1,0,d9fdd9d9,0.8,0.7,79,29.791,Nino,4-2-3-1,Anderson Daronco,https://fbref.com/pt/partidas/b8e6cca9/Botafogo-RJ-Fluminense-2022Junho26-Serie-A,,b8e6cca9,84d9701c
122,2022-07-02,16:30,Série A,Rodada da semana 15,sáb,Em casa,V,4,0,bf4acd28,2.3,0.3,58,44.782,Nino,4-2-3-1,Wilton Sampaio,https://fbref.com/pt/partidas/6093e53e/Fluminense-Corinthians-2022Julho2-Serie-A,,6093e53e,84d9701c
123,2022-07-09,19:00,Série A,Rodada da semana 16,sáb,Em casa,V,2,1,2f335e17,1.5,1.8,59,63.707,Nino,4-2-3-1,Luiz Flávio de Oliveira,https://fbref.com/pt/partidas/1215db7e/Fluminense-Ceara-2022Julho9-Serie-A,,1215db7e,84d9701c
124,2022-07-17,16:00,Série A,Rodada da semana 17,dom,Visitante,E,2,2,5f232eb1,1.2,0.8,62,47.141,Fábio,4-2-3-1,Wilton Sampaio,https://fbref.com/pt/partidas/37581ce0/Sao-Paulo-Fluminense-2022Julho17-Serie-A,,37581ce0,84d9701c
125,2022-07-20,19:00,Série A,Rodada da semana 18,qua,Visitante,V,3,2,78c617cc,1.1,1.0,72,11.974,Nino,4-2-3-1,Paulo Roberto Alves Júnior,https://fbref.com/pt/partidas/537b743c/Goias-Fluminense-2022Julho20-Serie-A,,537b743c,84d9701c
126,2022-07-24,16:00,Série A,Rodada da semana 19,dom,Em casa,V,2,1,f98930d1,2.2,0.4,61,9.877,Nino,4-2-2-2,André Luiz de Freitas Castro,https://fbref.com/pt/partidas/d67e9896/Fluminense-Bragantino-2022Julho24-Serie-A,,d67e9896,84d9701c
127,2022-08-01,20:00,Série A,Rodada da semana 20,seg,Visitante,E,2,2,712c528f,1.2,1.0,67,11.943,Nino,4-2-3-1,Braulio da Silva Machado,https://fbref.com/pt/partidas/3c2c584d/Santos-Fluminense-2022Agosto1-Serie-A,,3c2c584d,84d9701c
128,2022-08-07,16:00,Série A,Rodada da semana 21,dom,Em casa,V,1,0,f0e6fb14,0.7,0.4,65,46.323,Nino,4-2-3-1,Flavio Rodrigues De Souza,https://fbref.com/pt/partidas/ee1ada1c/Fluminense-Cuiaba-2022Agosto7-Serie-A,,ee1ada1c,84d9701c
129,2022-08-14,19:00,Série A,Rodada da semana 22,dom,Visitante,D,0,3,6f7e1f03,0.3,1.6,67,14.824,Nino,4-2-3-1,Ramon Abatti Abel,https://fbref.com/pt/partidas/75d4fb28/Internacional-Fluminense-2022Agosto14-Serie-A,,75d4fb28,84d9701c
130,2022-08-20,19:00,Série A,Rodada da semana 23,sáb,Em casa,V,5,2,d680d257,0.9,0.5,63,24.029,Nino,4-2-3-1,Paulo Cesar Zanovelli da Silva,https://fbref.com/pt/partidas/2cff347e/Fluminense-Coritiba-2022Agosto20-Serie-A,,2cff347e,84d9701c
131,2022-08-27,19:00,Série A,Rodada da semana 24,sáb,Em casa,E,1,1,abdce579,1.3,0.6,61,45.084,Nino,4-2-3-1,Braulio da Silva Machado,https://fbref.com/pt/partidas/106ff936/Fluminense-Palmeiras-2022Agosto27-Serie-A,,106ff936,84d9701c
132,2022-09-03,19:00,Série A,Rodada da semana 25,sáb,Visitante,D,0,1,2091c619,0.8,0.6,73,14.037,Fábio,4-2-3-1,Flavio Rodrigues De Souza,https://fbref.com/pt/partidas/3b1c4ae4/Atletico-Paranaense-Fluminense-2022Setembro3-Serie-A,,3b1c4ae4,84d9701c
133,2022-09-10,19:00,Série A,Rodada da semana 26,sáb,Em casa,V,2,1,a9d0ab0e,1.3,1.0,66,26.533,Nino,4-2-3-1,Paulo Roberto Alves Júnior,https://fbref.com/pt/partidas/6797de50/Fluminense-Fortaleza-2022Setembro10-Serie-A,,6797de50,84d9701c
134,2022-09-18,16:00,Série A,Rodada da semana 27,dom,Visitante,V,2,1,639950ae,2.0,2.6,50,55.170,Nino,4-2-3-1,Raphael Claus,https://fbref.com/pt/partidas/03ffcb79/Flamengo-Fluminense-2022Setembro18-Serie-A,,03ffcb79,84d9701c
135,2022-09-28,19:00,Série A,Rodada da semana 28,qua,Em casa,V,4,0,d081b697,1.3,0.3,62,23.396,Nino,4-2-3-1,Edina Alves Batista,https://fbref.com/pt/partidas/4fdea51c/Fluminense-Juventude-2022Setembro28-Serie-A,,4fdea51c,84d9701c
136,2022-10-01,15:00,Série A,Rodada da semana 29,sáb,Visitante,D,0,2,422bb734,0.3,1.7,70,20.858,Felipe Melo,4-2-3-1,Luiz Flávio de Oliveira,https://fbref.com/pt/partidas/13b26938/Atletico-Mineiro-Fluminense-2022Outubro1-Serie-A,,13b26938,84d9701c
137,2022-10-05,19:00,Série A,Rodada da semana 30,qua,Visitante,D,2,3,32d508ca,2.2,2.4,59,6.075,Nino,4-2-3-1,Anderson Daronco,https://fbref.com/pt/partidas/d1744998/Atletico-Goianiense-Fluminense-2022Outubro5-Serie-A,,d1744998,84d9701c
138,2022-10-09,18:00,Série A,Rodada da semana 31,dom,Em casa,D,0,2,1f68d780,1.0,1.7,62,23.324,Nino,4-2-3-1,Leandro Pedro Vuaden,https://fbref.com/pt/partidas/05331c83/Fluminense-America-MG-2022Outubro9-Serie-A,,05331c83,84d9701c
139,2022-10-16,19:00,Série A,Rodada da semana 32,dom,Visitante,V,3,0,f205258a,2.5,0.9,58,79,Ganso,4-2-2-2,Anderson Daronco,https://fbref.com/pt/partidas/2c8827d6/Avai-Fluminense-2022Outubro16-Serie-A,,2c8827d6,84d9701c
140,2022-10-23,16:00,Série A,Rodada da semana 33,dom,Em casa,E,2,2,d9fdd9d9,2.2,0.7,65,,Nino,4-2-2-2,Ramon Abatti Abel,https://fbref.com/pt/partidas/3474bee5/Fluminense-Botafogo-RJ-2022Outubro23-Serie-A,,3474bee5,84d9701c
141,2022-10-26,21:45,Série A,Rodada da semana 34,qua,Visitante,V,2,0,bf4acd28,1.4,0.7,52,37.920,Nino,4-2-2-2,Leandro Pedro Vuaden,https://fbref.com/pt/partidas/b845a827/Corinthians-Fluminense-2022Outubro26-Serie-A,,b845a827,84d9701c
142,2022-10-31,20:00,Série A,Rodada da semana 35,seg,Visitante,V,1,0,2f335e17,2.0,0.5,70,,Nino,4-2-2-2,Raphael Claus,https://fbref.com/pt/partidas/9c0cb381/Ceara-Fluminense-2022Outubro31-Serie-A,,9c0cb381,84d9701c
143,2022-11-05,16:30,Série A,Rodada da semana 36,sáb,Em casa,V,3,1,5f232eb1,1.7,0.5,65,,Nino,4-2-2-2,Anderson Daronco,https://fbref.com/pt/partidas/ef6c303a/Fluminense-Sao-Paulo-2022Novembro5-Serie-A,,ef6c303a,84d9701c
144,2022-11-09,19:00,Série A,Rodada da semana 37,qua,Em casa,V,3,0,78c617cc,2.0,0.5,76,,Nino,4-2-2-2,Paulo Cesar Zanovelli da Silva,https://fbref.com/pt/partidas/57078690/Fluminense-Goias-2022Novembro9-Serie-A,,57078690,84d9701c
145,2022-11-13,16:00,Série A,Rodada da semana 38,dom,Visitante,V,1,0,f98930d1,0.6,0.9,58,,Nino,4-2-3-1,Bruno Arleu de Araujo,https://fbref.com/pt/partidas/3996b028/Bragantino-Fluminense-2022Novembro13-Serie-A,,3996b028,84d9701c
146,2022-04-05,20:30,Libertadores,Estágio de grupos,ter,Visitante,D,0,2,8d727f54,0.7,1.3,68,4.536,Cássio,4-2-3-1,Piero Maza,https://fbref.com/pt/partidas/fd0a9895/Always-Ready-Corinthians-2022Abril5-Copa-Libertadores,,fd0a9895,bf4acd28
147,2022-04-10,16:00,Série A,Rodada da semana 1,dom,Visitante,V,3,1,d9fdd9d9,2.1,1.5,44,36.898,Cássio,4-3-3,Wilton Sampaio,https://fbref.com/pt/partidas/f444dd93/Botafogo-RJ-Corinthians-2022Abril10-Serie-A,,f444dd93,bf4acd28
148,2022-04-13,21:00,Libertadores,Estágio de grupos,qua,Em casa,V,1,0,47538775,1.5,0.4,63,37.708,Cássio,4-3-3,Eber Aquino,https://fbref.com/pt/partidas/f982ad33/Corinthians-AD-Cali-2022Abril13-Copa-Libertadores,,f982ad33,bf4acd28
149,2022-04-16,19:00,Série A,Rodada da semana 2,sáb,Em casa,V,3,0,f205258a,1.5,1.4,54,30.497,Cássio,4-2-3-1,Bruno Arleu de Araujo,https://fbref.com/pt/partidas/a632a135/Corinthians-Avai-2022Abril16-Serie-A,,a632a135,bf4acd28
150,2022-04-23,19:00,Série A,Rodada da semana 3,sáb,Visitante,D,0,3,abdce579,0.2,1.5,56,23.973,Paulinho,4-3-3,Anderson Daronco,https://fbref.com/pt/partidas/8f3f59d1/Palmeiras-Corinthians-2022Abril23-Serie-A,,8f3f59d1,bf4acd28
151,2022-04-26,21:30,Libertadores,Estágio de grupos,ter,Em casa,V,2,0,795ca75e,1.2,0.3,42,,Cássio,4-3-3,Andrés Matonte,https://fbref.com/pt/partidas/458878b8/Corinthians-Boca-Juniors-2022Abril26-Copa-Libertadores,,458878b8,bf4acd28
152,2022-05-01,16:00,Série A,Rodada da semana 4,dom,Em casa,V,1,0,a9d0ab0e,0.6,0.9,55,37.018,Cássio,4-3-3,Savio Pereira,https://fbref.com/pt/partidas/33b22613/Corinthians-Fortaleza-2022Maio1-Serie-A,,33b22613,bf4acd28
153,2022-05-04,19:00,Libertadores,Estágio de grupos,qua,Visitante,E,0,0,47538775,2.1,1.8,55,,Cássio,4-3-3,Andrés Cunha,https://fbref.com/pt/partidas/8211fa31/AD-Cali-Corinthians-2022Maio4-Copa-Libertadores,,8211fa31,bf4acd28
154,2022-05-08,18:00,Série A,Rodada da semana 5,dom,Visitante,V,1,0,f98930d1,0.2,0.5,42,9.993,Cássio,4-2-3-1,Raphael Claus,https://fbref.com/pt/partidas/402b08ad/Bragantino-Corinthians-2022Maio8-Serie-A,,402b08ad,bf4acd28
155,2022-05-14,19:00,Série A,Rodada da semana 6,sáb,Visitante,E,2,2,6f7e1f03,1.7,2.1,52,18.482,Cássio,4-3-1-2,Braulio da Silva Machado,https://fbref.com/pt/partidas/d7dc2b5f/Internacional-Corinthians-2022Maio14-Serie-A,,d7dc2b5f,bf4acd28
156,2022-05-17,21:30,Libertadores,Estágio de grupos,ter,Visitante,E,1,1,795ca75e,0.1,1.1,25,,Cássio,3-4-3,Christian Ferreyra,https://fbref.com/pt/partidas/9b5aa2f0/Boca-Juniors-Corinthians-2022Maio17-Copa-Libertadores,,9b5aa2f0,bf4acd28
157,2022-05-22,16:00,Série A,Rodada da semana 7,dom,Em casa,E,1,1,5f232eb1,0.6,1.1,55,44.672,Cássio,3-4-1-2,Wilton Sampaio,https://fbref.com/pt/partidas/1add0171/Classico-Majestoso-Corinthians-Sao-Paulo-2022Maio22-Serie-A,,1add0171,bf4acd28
158,2022-05-26,21:00,Libertadores,Estágio de grupos,qui,Em casa,E,1,1,8d727f54,2.2,0.4,67,,Gil,4-3-3,José Argote,https://fbref.com/pt/partidas/d732fc28/Corinthians-Always-Ready-2022Maio26-Copa-Libertadores,,d732fc28,bf4acd28
159,2022-05-29,18:00,Série A,Rodada da semana 8,dom,Em casa,E,1,1,1f68d780,0.8,1.4,62,34.922,Cássio,4-3-3,Anderson Daronco,https://fbref.com/pt/partidas/5d440d7e/Corinthians-America-MG-2022Maio29-Serie-A,,5d440d7e,bf4acd28
